insert into c values (84,3297589,18466,19920,1988);
insert into c values (50,54133,14613,8560,653);
insert into c values (36,9649062,19359,17506,4054);
insert into c values (83,6945440,19209,18432,4087);
insert into c values (86,7204030,1331,6971,608);
insert into c values (2,7227863,8630,19218,506);
insert into c values (6,3539196,8466,11951,320);
insert into c values (58,7415522,14776,8744,2031);
insert into c values (11,1888001,19262,6822,3729);
insert into c values (35,7608052,9398,11473,562);
insert into c values (17,6377257,12678,19477,3714);
insert into c values (15,304911,19753,3382,2852);
insert into c values (35,8570479,3284,3720,1360);
insert into c values (26,6495778,15922,18207,1938);
insert into c values (18,6678670,12859,4790,63);
insert into c values (58,7695126,6381,16469,3098);
insert into c values (45,3179766,6608,18325,1984);
insert into c values (2,5811234,6510,15857,448);
insert into c values (21,5001246,6850,288,496);
insert into c values (59,1367189,15857,12980,2772);
insert into c values (7,2598069,3679,5951,2728);
insert into c values (44,9250625,17568,700,2657);
insert into c values (11,6164065,16423,2408,1701);
insert into c values (25,2352327,19377,14396,3301);
insert into c values (4,4102815,16802,12817,557);
insert into c values (85,4162658,15417,19707,1853);
insert into c values (46,7461304,16065,17042,1535);
insert into c values (53,6701897,4416,3428,1107);
insert into c values (1,9599614,16955,7131,2761);
insert into c values (0,4478177,17796,11703,2379);
insert into c values (62,9593591,7698,8009,3169);
insert into c values (31,8799336,19185,1520,2650);
insert into c values (96,5272109,15503,19874,852);
insert into c values (93,9107139,18617,10037,2477);
insert into c values (31,9915997,13543,9260,1517);
insert into c values (92,569259,11800,797,975);
insert into c values (34,8619492,15872,14235,2081);
insert into c values (42,6808589,3316,11397,1847);
insert into c values (70,7672005,2878,9741,1980);
insert into c values (66,4909720,19059,16154,1173);
insert into c values (0,4865177,18216,10818,2798);
insert into c values (2,4349496,1096,12882,4675);
insert into c values (47,1858803,446,4486,2467);
insert into c values (93,6421322,10804,16986,4554);
insert into c values (81,2732668,11383,19876,1049);
insert into c values (56,2701606,8918,4734,1313);
insert into c values (18,7348634,13091,11198,1185);
insert into c values (28,7626452,7741,18652,4554);
insert into c values (14,3424954,14193,10877,2519);
insert into c values (67,7471077,12437,11682,1884);
insert into c values (79,1933125,2856,18857,3730);
insert into c values (88,4067391,17917,6592,1230);
insert into c values (52,5625100,5982,1403,1860);
insert into c values (26,656977,7614,10952,212);
insert into c values (26,9273587,14846,18572,1839);
insert into c values (75,1937393,16448,655,1578);
insert into c values (57,5754500,15883,5850,2100);
insert into c values (33,3993390,8640,12919,113);
insert into c values (97,3424323,13596,16706,3047);
insert into c values (88,4080062,5813,6625,3055);
insert into c values (10,7877434,2391,3312,662);
insert into c values (57,818863,3506,1473,2850);
insert into c values (30,8577602,9741,5787,1334);
insert into c values (94,8275853,3230,10546,974);
insert into c values (37,4536093,7517,14716,3107);
insert into c values (63,8053297,3215,7641,2142);
insert into c values (36,9773244,13524,4745,937);
insert into c values (63,7925272,15486,15497,1698);
insert into c values (20,8009757,6576,3001,2307);
insert into c values (86,9903982,19799,10778,704);
insert into c values (50,7300412,19965,9261,3760);
insert into c values (29,5238204,129,12580,2251);
insert into c values (90,7863036,8386,4534,1154);
insert into c values (38,6454622,12475,5490,491);
insert into c values (7,9291313,2657,1741,786);
insert into c values (16,3627279,15130,15369,3721);
insert into c values (37,5681345,10745,13608,1937);
insert into c values (86,3403898,16182,14741,3137);
insert into c values (35,6750132,16407,1123,2228);
insert into c values (54,3806516,5064,2104,4618);
insert into c values (94,4278105,9080,15313,2032);
insert into c values (79,3832071,16707,9204,4910);
insert into c values (97,1661415,19523,9804,2436);
insert into c values (80,2837208,15436,363,760);
insert into c values (79,4092927,1850,9645,2883);
insert into c values (95,1226150,6920,17469,3581);
insert into c values (57,3251429,1932,5834,2778);
insert into c values (11,8256403,12946,3637,2783);
insert into c values (46,2827277,2100,11087,4974);
insert into c values (23,3638856,16122,5351,4949);
insert into c values (34,2878439,5986,15888,548);
insert into c values (65,812882,14881,9482,1186);
insert into c values (54,1725491,3738,9948,2089);
insert into c values (48,7492632,6527,233,3540);
insert into c values (66,455131,3648,6912,4157);
insert into c values (64,2888726,16048,12273,2044);
insert into c values (40,7910594,16643,143,4983);
insert into c values (91,9243631,12313,5820,2758);
insert into c values (57,9909995,9521,357,728);
insert into c values (3,6889521,14790,7248,1743);
insert into c values (86,6673140,3618,8480,3673);
insert into c values (31,6049327,10398,10199,2274);
insert into c values (94,9221167,8269,4338,1362);
insert into c values (66,4832813,11877,2928,2893);
insert into c values (50,2269362,10148,117,555);
insert into c values (36,5557179,14411,3294,1997);
insert into c values (70,4675715,2570,12504,4171);
insert into c values (24,5750390,441,17772,2863);
insert into c values (20,8026974,16896,18486,3621);
insert into c values (21,1120012,17547,6205,1917);
insert into c values (94,7779143,2407,14661,3776);
insert into c values (55,7216113,5326,2886,2609);
insert into c values (47,9956557,17496,19367,252);
insert into c values (72,6789451,487,7628,31);
insert into c values (71,7721213,10287,500,1245);
insert into c values (23,1734342,6831,1912,1331);
insert into c values (64,1928665,5664,18808,3375);
insert into c values (39,18971,9416,3036,3001);
insert into c values (77,8220838,19850,7828,3786);
insert into c values (74,831723,17344,13314,4341);
insert into c values (42,7205842,3566,6408,653);
insert into c values (70,670566,12806,12110,3135);
insert into c values (94,8621282,2194,11705,348);
insert into c values (13,149388,6442,4140,3679);
insert into c values (97,1617072,8708,18491,759);
insert into c values (86,5889511,750,18721,812);
insert into c values (96,7150432,14488,40,1199);
insert into c values (79,5575773,7703,1673,2252);
insert into c values (8,1303948,1142,11280,57);
insert into c values (95,5241176,17506,14080,4900);
insert into c values (36,4061384,1071,12633,3869);
insert into c values (80,4632277,871,13429,65);
insert into c values (85,7918217,19072,8746,72);
insert into c values (93,5342462,7312,10373,729);
insert into c values (76,7255671,519,4409,4021);
insert into c values (8,1503635,11140,19811,1497);
insert into c values (83,6966602,7437,2262,2599);
insert into c values (37,979481,15188,15862,4415);
insert into c values (36,3739524,18265,10186,4779);
insert into c values (22,3342,9460,7821,1960);
insert into c values (40,9104432,9655,3632,4818);
insert into c values (88,3235433,3443,6823,4131);
insert into c values (40,4068914,11733,8241,1976);
insert into c values (67,936377,10892,4295,757);
insert into c values (75,8744518,153,8314,97);
insert into c values (48,3083336,614,8664,1489);
insert into c values (88,6196748,14117,18365,3900);
insert into c values (43,5524489,11231,8888,1410);
insert into c values (96,8126786,1130,4153,4673);
insert into c values (71,4934957,1049,14617,623);
insert into c values (10,5292560,1470,17048,1628);
insert into c values (38,4206550,8474,7856,1898);
insert into c values (20,9918230,4231,12210,4346);
insert into c values (7,5881131,13157,1950,3157);
insert into c values (83,1446198,3702,11370,3808);
insert into c values (49,1994765,7131,1999,848);
insert into c values (52,6878749,8084,15843,1895);
insert into c values (71,350737,17086,10078,283);
insert into c values (65,4414712,6302,18902,2199);
insert into c values (48,4734921,15598,7623,1970);
insert into c values (77,7389332,6541,18764,1101);
insert into c values (9,3665412,268,4639,2611);
insert into c values (65,3805887,10143,8957,586);
insert into c values (50,3781260,6173,15354,779);
insert into c values (49,7527994,6818,11405,4207);
insert into c values (67,2655052,6504,19767,3813);
insert into c values (65,4480783,3725,7704,1974);
insert into c values (44,7034813,6167,16322,1077);
insert into c values (15,5377982,18914,6179,2552);
insert into c values (51,8541431,4709,14842,4756);
insert into c values (85,6741681,2696,11924,4726);
insert into c values (96,216003,6108,16233,1001);
insert into c values (91,443790,6061,2337,1094);
insert into c values (26,8713859,18934,11061,2310);
insert into c values (79,9654310,11862,13312,2739);
insert into c values (96,4359893,7104,873,2883);
insert into c values (11,7619094,13573,19764,931);
insert into c values (32,9918172,11815,898,2342);
insert into c values (10,7856777,1497,7925,3639);
insert into c values (62,2078949,19228,14331,3114);
insert into c values (22,4926839,4398,17607,840);
insert into c values (61,7068589,11255,786,977);
insert into c values (61,3092847,7187,5453,4651);
insert into c values (80,9224567,6992,1530,2171);
insert into c values (99,7576109,15359,16657,1069);
insert into c values (21,2284541,8939,7280,853);
insert into c values (96,1140563,2415,6163,2282);
insert into c values (56,8721297,11494,7767,4703);
insert into c values (22,3789438,15789,19971,4333);
insert into c values (42,7823337,16428,17852,520);
insert into c values (2,9224414,16338,344,1712);
insert into c values (22,4586307,13363,4704,1494);
insert into c values (45,8639382,5916,16991,3082);
insert into c values (53,6455998,14637,12433,813);
insert into c values (15,7933857,13585,3451,1956);
insert into c values (36,584420,17816,10146,2);
insert into c values (5,3537208,2704,6960,2581);
insert into c values (70,5638729,17399,5335,4249);
insert into c values (22,2430358,13686,10914,275);
insert into c values (37,1683860,3477,10673,1432);
insert into c values (10,4798326,19539,17729,4757);
insert into c values (86,7534732,14494,6149,4691);
insert into c values (35,1590279,15497,13749,1330);
insert into c values (79,6176259,8540,10704,4852);
insert into c values (23,2452229,19677,11519,1650);
insert into c values (29,3786121,15026,18538,251);
insert into c values (47,382930,18333,5733,4893);
insert into c values (52,3631792,9835,2879,4370);
insert into c values (42,4878747,8164,3056,2753);
insert into c values (81,7592631,19198,8218,2731);
insert into c values (66,5928655,11057,1687,1417);
insert into c values (71,3812099,18241,12775,213);
insert into c values (19,220298,18487,16930,4843);
insert into c values (92,1376638,14879,1956,4546);
insert into c values (61,9799429,12626,17740,3198);
insert into c values (77,4017224,18542,14319,3658);
insert into c values (92,8005047,7466,8285,2661);
insert into c values (77,9087415,10067,12636,4745);
insert into c values (73,5003492,15897,5568,3902);
insert into c values (26,4046299,18199,13576,1381);
insert into c values (68,4578793,10963,8242,3053);
insert into c values (22,5795714,17783,17092,2176);
insert into c values (41,2988223,3664,4279,620);
insert into c values (28,7678838,11676,18067,3920);
insert into c values (75,4723865,8186,11629,2175);
insert into c values (56,4336813,12344,1306,4652);
insert into c values (4,8860515,3789,4431,3539);
insert into c values (20,6297824,1663,15285,2806);
insert into c values (49,9563854,19375,18185,2834);
insert into c values (37,1792124,6772,291,3837);
insert into c values (24,6378696,14577,1863,1);
insert into c values (88,6820082,1702,10619,375);
insert into c values (35,3756345,7759,16950,298);
insert into c values (57,3804015,3513,16995,2214);
insert into c values (49,9192141,7300,19406,409);
insert into c values (8,1706196,4735,18063,882);
insert into c values (98,6033161,5160,9036,2538);
insert into c values (95,3386259,9032,6926,1451);
insert into c values (38,789530,331,11534,2565);
insert into c values (30,4735494,8355,2349,3862);
insert into c values (8,9241290,8043,3957,4934);
insert into c values (15,8174594,9808,15600,296);
insert into c values (54,2248625,3900,14866,3260);
insert into c values (47,2195466,16020,10479,2352);
insert into c values (0,7542775,17216,19746,3977);
insert into c values (64,8722063,6449,18957,626);
insert into c values (80,8578181,7652,11130,3656);
insert into c values (12,5896288,8398,19701,4030);
insert into c values (72,2631455,15636,2751,4972);
insert into c values (26,7705670,13070,4196,3236);
insert into c values (79,1612294,16141,7926,1279);
insert into c values (20,1327579,6259,13355,2073);
insert into c values (73,6668147,3080,3682,3597);
insert into c values (88,8029483,3776,11639,381);
insert into c values (33,3046382,12643,5332,170);
insert into c values (29,69246,16508,9697,2697);
insert into c values (62,5271682,1251,13610,2486);
insert into c values (36,9553948,17590,13914,2708);
insert into c values (33,3200029,18151,4178,4949);
insert into c values (14,1994127,8824,6602,4364);
insert into c values (15,1635972,7686,9598,2873);
insert into c values (55,5747388,4234,13139,2443);
insert into c values (25,9787159,13061,14910,501);
insert into c values (38,3484932,12677,8600,1499);
insert into c values (84,5723446,13487,12608,1440);
insert into c values (79,4148676,16140,14986,4554);
insert into c values (43,6681966,435,3005,4252);
insert into c values (0,7527846,17068,3841,2500);
insert into c values (84,359203,4485,7516,3290);
insert into c values (17,8174049,698,15783,444);
insert into c values (65,2955599,11366,18659,4067);
insert into c values (37,1478664,4308,18972,2895);
insert into c values (90,5163816,14224,13707,3015);
insert into c values (8,2012432,2527,10626,3098);
insert into c values (13,492513,19569,10353,2220);
insert into c values (89,1737948,16877,8976,3831);
insert into c values (84,947792,12762,5555,1531);
insert into c values (93,2679920,12854,1025,2695);
insert into c values (86,8809608,15538,19044,4817);
insert into c values (70,9458225,2203,12259,2908);
insert into c values (41,9113596,10702,12111,153);
insert into c values (30,2687577,10022,17586,4285);
insert into c values (70,7876449,15246,8138,3073);
insert into c values (32,1714142,8161,6733,708);
insert into c values (25,3892821,13904,15095,3172);
insert into c values (86,6457848,1580,4905,1473);
insert into c values (62,4664144,8700,13029,2964);
insert into c values (68,5299704,3636,17221,3697);
insert into c values (28,2271089,18161,16217,3214);
insert into c values (73,8363040,1341,4033,4237);
insert into c values (25,5270229,9051,16506,1554);
insert into c values (22,197528,16693,6041,4351);
insert into c values (69,735586,12021,10157,2834);
insert into c values (56,1110011,6607,12543,1048);
insert into c values (65,9916274,19713,11197,1055);
insert into c values (57,9515895,2412,14067,2223);
insert into c values (96,2860998,14764,9935,1530);
insert into c values (25,2850757,2778,18535,3045);
insert into c values (44,6890087,14361,4794,4467);
insert into c values (78,149434,9004,6524,3601);
insert into c values (48,5212709,2938,16763,3878);
insert into c values (58,9647716,2439,6606,1864);
insert into c values (12,7760439,19040,11107,4162);
insert into c values (81,7074705,8253,3694,2677);
insert into c values (96,1518537,8387,5829,755);
insert into c values (60,8472634,15481,18772,201);
insert into c values (40,4845396,19038,13082,1330);
insert into c values (56,9349131,19239,8937,3702);
insert into c values (35,5675738,8059,14250,512);
insert into c values (25,7362329,6187,2436,2300);
insert into c values (39,1047624,15861,649,604);
insert into c values (11,9927682,5729,19934,2841);
insert into c values (93,5371499,2230,18088,1720);
insert into c values (3,7280985,7651,12665,4301);
insert into c values (2,7292603,9368,5312,2572);
insert into c values (44,1069483,10568,17840,3813);
insert into c values (85,9502249,10213,16094,903);
insert into c values (58,8640275,5266,1560,2103);
insert into c values (20,3383531,10439,3824,2215);
insert into c values (61,5702217,18864,6569,2902);
insert into c values (52,4767523,18277,8754,1054);
insert into c values (24,8592994,5553,8370,526);
insert into c values (49,6507238,18169,7700,4030);
insert into c values (23,9503247,8395,10414,116);
insert into c values (80,2103280,3764,19446,737);
insert into c values (16,8645754,3135,13738,2044);
insert into c values (7,2878873,12059,7496,4293);
insert into c values (12,5299100,8321,4572,1873);
insert into c values (75,2825134,19401,8322,3181);
insert into c values (14,9326314,12225,10523,189);
insert into c values (28,5138981,4928,16129,1761);
insert into c values (66,3052565,17969,573,4092);
insert into c values (76,640576,16652,7018,4288);
insert into c values (56,3467850,6421,6515,1280);
insert into c values (62,9270082,3552,1968,2103);
insert into c values (75,7696331,19543,12927,3696);
insert into c values (91,9078941,14445,4155,2802);
insert into c values (65,6464153,14285,465,3057);
insert into c values (25,8917079,7150,17220,3348);
insert into c values (77,1660293,18033,16380,1482);
insert into c values (36,544205,2936,10939,2363);
insert into c values (23,1583710,19223,1470,2262);
insert into c values (31,8260643,11281,6839,2770);
insert into c values (75,6655809,17730,748,4086);
insert into c values (4,7881959,15258,2315,1997);
insert into c values (13,1777978,2580,17600,1566);
insert into c values (76,8489228,18918,12160,4617);
insert into c values (36,8555221,935,2636,1145);
insert into c values (60,8699835,16337,15854,3973);
insert into c values (40,5898471,5330,11060,4823);
insert into c values (48,3094510,10204,7584,722);
insert into c values (0,4541866,9585,15496,2432);
insert into c values (89,2787283,19747,1828,4523);
insert into c values (18,6522208,6913,4034,2027);
insert into c values (85,430577,4290,3530,4437);
insert into c values (20,8187190,9214,15008,2261);
insert into c values (77,9398044,3755,11183,1754);
insert into c values (76,9043335,3204,6574,2540);
insert into c values (81,2699069,2494,1089,1807);
insert into c values (92,5375715,9241,18745,4650);
insert into c values (65,7619821,15257,9183,1102);
insert into c values (3,5649094,15837,3928,622);
insert into c values (28,8528381,18562,11580,2661);
insert into c values (64,434893,1987,8913,3138);
insert into c values (57,7357146,19433,16836,4217);
insert into c values (5,6349470,1030,13153,2258);
insert into c values (36,3262304,4910,2473,224);
insert into c values (55,7493836,18657,12525,2153);
insert into c values (88,6269557,3027,3221,2174);
insert into c values (40,9400844,5780,10513,644);
insert into c values (61,6674346,11253,14205,2482);
insert into c values (99,818507,982,977,2409);
insert into c values (43,7064373,11532,2183,3799);
insert into c values (21,8078316,10015,12602,1506);
insert into c values (52,3290853,14623,4182,723);
insert into c values (87,2289486,1945,16494,1999);
insert into c values (87,3665970,12394,19301,1284);
insert into c values (78,720874,18968,2172,997);
insert into c values (32,8564726,5842,3405,1426);
insert into c values (71,272915,9490,3569,4913);
insert into c values (76,8014704,1026,19438,4475);
insert into c values (61,6640936,11807,1396,3497);
insert into c values (61,477033,17994,9521,2597);
insert into c values (67,6437058,9648,11436,2565);
insert into c values (54,3963855,14592,16877,1490);
insert into c values (6,5551441,14066,5961,2724);
insert into c values (1,7535766,19402,19351,1673);
insert into c values (55,3992291,16540,15356,271);
insert into c values (32,6523079,14398,17978,3718);
insert into c values (57,2557171,1395,2009,4132);
insert into c values (74,9094469,18709,3083,1226);
insert into c values (48,563925,18278,933,4877);
insert into c values (64,2145349,7083,18341,939);
insert into c values (31,4234251,6730,10763,3277);
insert into c values (25,5542275,2864,3192,927);
insert into c values (35,7103066,16598,645,2648);
insert into c values (28,4798958,4902,7412,2870);
insert into c values (63,5762634,14502,5263,4270);
insert into c values (53,7926144,11977,16255,4117);
insert into c values (88,9972084,2462,9305,4805);
insert into c values (96,5130241,15058,12061,1646);
insert into c values (71,232877,9318,17223,3320);
insert into c values (6,2824395,6889,11301,3808);
insert into c values (34,4595245,13733,5257,1364);
insert into c values (55,1014961,5296,17288,543);
insert into c values (19,4796250,5959,1926,4112);
insert into c values (96,8524046,8481,7413,4004);
insert into c values (78,5361706,10911,19000,2529);
insert into c values (4,841568,2973,6743,4633);
insert into c values (31,4174709,4182,14598,4298);
insert into c values (32,1105326,19186,6761,3181);
insert into c values (8,1736944,1890,1279,2639);
insert into c values (73,4901576,12190,17423,4472);
insert into c values (77,1536541,5196,9694,600);
insert into c values (75,6330142,10817,64,4903);
insert into c values (97,8703479,15820,1094,666);
insert into c values (4,8664904,2466,8955,3405);
insert into c values (69,4917488,5430,11814,258);
insert into c values (0,2842542,7422,7299,141);
insert into c values (54,6726373,2166,8198,52);
insert into c values (39,3310196,14133,14938,2231);
insert into c values (73,6579104,14227,3037,2182);
insert into c values (86,9078692,15504,15920,4994);
insert into c values (60,6404546,5517,2931,750);
insert into c values (74,4013546,10234,528,1609);
insert into c values (51,2663759,14547,1226,1588);
insert into c values (50,4008994,4305,17231,2124);
insert into c values (98,53258,4783,4416,3896);
insert into c values (11,639767,17640,9950,588);
insert into c values (55,817197,11802,6675,2570);
insert into c values (69,4455028,15069,6105,1689);
insert into c values (49,6280055,9913,13128,2299);
insert into c values (51,820064,15781,6286,262);
insert into c values (67,4065845,9714,4967,3597);
insert into c values (92,8539221,3903,11321,2777);
insert into c values (97,2027247,19964,19941,3057);
insert into c values (75,5474135,2581,9562,2177);
insert into c values (1,3462431,18622,815,3394);
insert into c values (17,9809076,10609,14683,406);
insert into c values (36,942198,626,18930,2070);
insert into c values (21,9031228,19659,2858,2231);
insert into c values (80,2337451,4845,9973,4594);
insert into c values (76,8202078,17083,945,3154);
insert into c values (64,3202083,8413,7860,3693);
insert into c values (47,183075,19927,17040,4882);
insert into c values (53,7954026,10379,868,4189);
insert into c values (4,6363325,12431,17998,3123);
insert into c values (3,6913056,15724,9256,4540);
insert into c values (6,5818587,1809,14254,1480);
insert into c values (34,6653700,15253,8952,1274);
insert into c values (62,3192841,8959,4272,48);
insert into c values (28,5045567,8451,14123,1613);
insert into c values (60,4296224,7113,7752,1844);
insert into c values (78,5336583,2248,5383,1530);
insert into c values (6,9326985,8807,6034,3088);
insert into c values (49,3048125,6669,2042,2280);
insert into c values (59,5726719,11303,6709,3354);
insert into c values (2,7031449,6095,16639,2101);
insert into c values (85,4911612,12213,14828,2248);
insert into c values (99,7175816,18603,13794,2424);
insert into c values (72,1166097,14554,13955,255);
insert into c values (98,2550038,4076,7619,2702);
insert into c values (67,5403624,89,8981,2132);
insert into c values (64,7363625,11572,13754,1949);
insert into c values (4,9401662,10984,12809,4518);
insert into c values (21,7785758,16791,2825,713);
insert into c values (51,4914498,12620,300,2344);
insert into c values (26,2397102,17310,19112,2286);
insert into c values (19,1938094,16063,18528,4862);
insert into c values (16,8307689,13049,10864,1756);
insert into c values (77,5256508,14691,5024,4814);
insert into c values (43,2582456,3327,3871,1145);
insert into c values (50,913436,15843,3146,612);
insert into c values (62,7230626,12015,9193,3762);
insert into c values (74,3264734,3261,8657,4747);
insert into c values (19,5023994,4106,942,2532);
insert into c values (79,3346524,9224,825,2218);
insert into c values (95,1221982,4909,4404,989);
insert into c values (99,5438722,3643,4079,3525);
insert into c values (51,1313227,8447,8448,3728);
insert into c values (25,6533826,19887,5416,818);
insert into c values (10,9849644,14301,14883,3661);
insert into c values (23,6862820,6272,13367,1598);
insert into c values (80,6768292,11102,13850,3814);
insert into c values (62,3296174,3248,10749,2764);
insert into c values (74,2577068,5523,14655,4768);
insert into c values (90,4746812,377,3113,2894);
insert into c values (97,9760786,7628,11500,3468);
insert into c values (17,5810996,7952,13394,759);
insert into c values (86,580983,15752,7012,3245);
insert into c values (95,9883984,9276,651,2760);
insert into c values (35,5954288,5658,2343,2229);
insert into c values (14,6244412,6568,6681,4932);
insert into c values (55,4726026,5741,16000,1102);
insert into c values (43,8744285,10590,10191,1461);
insert into c values (46,6754453,19840,8455,4205);
insert into c values (28,7992722,2257,18120,1092);
insert into c values (56,3395747,3926,7458,1337);
insert into c values (39,7763344,13197,16949,3452);
insert into c values (10,5156823,4698,14501,4632);
insert into c values (6,2656179,9350,3527,941);
insert into c values (37,6417681,11746,17062,3576);
insert into c values (42,9161985,18305,10503,3656);
insert into c values (79,262613,4080,19362,3399);
insert into c values (66,8411447,843,9922,3914);
insert into c values (27,8301902,19380,14781,944);
insert into c values (36,607290,6474,11962,4144);
insert into c values (53,4826,18055,2864,1006);
insert into c values (41,7581920,11446,4938,1332);
insert into c values (27,7239684,17574,13667,855);
insert into c values (22,8996286,5478,1047,4355);
insert into c values (69,5461428,1478,3301,3538);
insert into c values (62,2506898,12076,13457,221);
insert into c values (38,795058,132,2857,1860);
insert into c values (62,8009669,8046,6729,2645);
insert into c values (43,9999962,3123,15492,508);
insert into c values (85,139807,14838,783,4420);
insert into c values (39,3467873,17173,9145,1777);
insert into c values (91,3879276,16796,9254,3243);
insert into c values (96,2027453,12993,17237,310);
insert into c values (39,912564,5372,7430,3222);
insert into c values (10,2533839,5767,8633,2654);
insert into c values (37,8548095,2281,13185,570);
insert into c values (72,8822718,8906,3584,4239);
insert into c values (60,3762768,6965,4766,4975);
insert into c values (93,1875879,523,8458,2920);
insert into c values (2,8535607,1378,6244,3256);
insert into c values (4,1855462,11526,1205,2666);
insert into c values (38,1243942,118,4456,2036);
insert into c values (46,6482583,17902,18676,2991);
insert into c values (48,1681328,19092,2719,1759);
insert into c values (85,48988,19190,9965,4934);
insert into c values (38,8409785,16043,6924,2505);
insert into c values (31,9517305,6835,19795,1134);
insert into c values (77,3088088,6821,5738,4909);
insert into c values (51,6740518,7800,5871,4169);
insert into c values (28,6935973,14206,13823,4272);
insert into c values (78,975427,9685,18315,4);
insert into c values (17,77058,13598,13207,1151);
insert into c values (17,176703,1855,13747,3754);
insert into c values (28,1756998,1350,7755,1048);
insert into c values (35,2919808,1058,17190,1687);
insert into c values (55,6535469,11023,10095,600);
insert into c values (94,6921450,6509,8305,4542);
insert into c values (47,7369720,10733,4378,2298);
insert into c values (81,2357854,7773,1799,2365);
insert into c values (62,7454191,3073,13061,4441);
insert into c values (6,2555164,3466,13797,184);
insert into c values (84,8808462,6660,19661,4123);
insert into c values (10,5501198,6547,6467,3718);
insert into c values (54,9406725,18366,9223,3886);
insert into c values (2,8623314,11761,10430,2062);
insert into c values (61,9509223,8802,19259,2922);
insert into c values (90,5305153,469,9308,3760);
insert into c values (44,739847,17900,5707,1407);
insert into c values (17,9158874,6706,4906,1530);
insert into c values (69,9550669,6439,3834,4354);
insert into c values (13,1043348,14191,5465,4224);
insert into c values (27,294742,4868,4333,2384);
insert into c values (84,8987928,8957,5256,2130);
insert into c values (62,488255,8389,8294,3624);
insert into c values (69,5681742,7927,18872,3594);
insert into c values (14,5937894,11389,2351,479);
insert into c values (85,3043741,1252,14852,3908);
insert into c values (45,7219082,17384,7813,1016);
insert into c values (21,8644295,17794,7970,102);
insert into c values (36,6009558,19227,1112,2554);
insert into c values (59,9818860,5142,1331,2568);
insert into c values (91,4117625,10844,2968,4282);
insert into c values (96,5701777,9436,715,931);
insert into c values (37,9667197,19080,4114,2966);
insert into c values (21,9659061,1391,5835,4319);
insert into c values (23,5952937,12497,17295,35);
insert into c values (68,5331906,3730,7120,655);
insert into c values (42,3043568,7463,2171,3587);
insert into c values (60,6272748,12731,17362,77);
insert into c values (31,4677743,6156,9698,1823);
insert into c values (85,7114868,15229,18135,3237);
insert into c values (9,9990667,15171,7206,1192);
insert into c values (46,5172147,514,17452,782);
insert into c values (34,6917995,8523,2554,4626);
insert into c values (95,6898418,3097,4926,4379);
insert into c values (86,3170888,10460,12938,3760);
insert into c values (40,9061606,5679,19290,2512);
insert into c values (12,9920819,1346,3701,4490);
insert into c values (8,5175600,7,18453,1691);
insert into c values (32,7436693,17521,4879,4565);
insert into c values (36,8128190,1572,16448,1472);
insert into c values (9,1913521,6398,548,1679);
insert into c values (0,4219066,7789,14412,3154);
insert into c values (19,6262020,19000,10964,854);
insert into c values (45,399843,15232,19163,109);
insert into c values (51,2638189,1107,4573,2109);
insert into c values (60,3223988,4097,18239,3137);
insert into c values (82,1932940,15641,16626,1326);
insert into c values (69,5624512,6446,9411,3865);
insert into c values (62,8331762,11561,14984,1421);
insert into c values (17,1782829,13860,17698,4741);
insert into c values (99,9671114,16403,4524,1752);
insert into c values (57,2911114,18367,7717,893);
insert into c values (21,491057,1590,10130,4674);
insert into c values (68,3688444,15648,14114,4989);
insert into c values (2,175519,10967,16283,2324);
insert into c values (57,6242206,1321,10039,4078);
insert into c values (18,4241108,16619,1528,2352);
insert into c values (17,1350796,9860,16269,4362);
insert into c values (32,3114072,14484,17762,389);
insert into c values (86,5873627,15873,9138,531);
insert into c values (17,8395692,363,5978,508);
insert into c values (49,9516720,14100,16091,2488);
insert into c values (40,9975150,2101,2837,3788);
insert into c values (23,6894840,1688,15975,959);
insert into c values (88,3300953,19728,14802,4086);
insert into c values (62,9794709,11699,10647,1258);
insert into c values (53,1739011,7220,4332,20);
insert into c values (53,620342,11547,8626,1700);
insert into c values (1,6836926,11302,12982,996);
insert into c values (42,7856546,7932,18188,4828);
insert into c values (81,7004796,7868,2739,4528);
insert into c values (22,7325045,295,17879,4110);
insert into c values (0,8617242,7685,4122,578);
insert into c values (74,9894329,3883,9756,547);
insert into c values (23,4189959,19912,15956,931);
insert into c values (20,7706562,7435,11904,3416);
insert into c values (86,2908976,6323,19737,685);
insert into c values (14,2276903,7197,13569,2221);
insert into c values (63,886029,316,6376,4008);
insert into c values (32,9165627,11286,8144,2811);
insert into c values (84,7375714,903,7512,3822);
insert into c values (27,4648035,8514,1958,3407);
insert into c values (11,1724110,12131,3039,2677);
insert into c values (48,5806853,7262,16915,4805);
insert into c values (97,1221425,4683,6646,984);
insert into c values (5,3712812,17002,17429,3813);
insert into c values (8,8104001,20,17347,3693);
insert into c values (50,9074852,924,16303,4858);
insert into c values (47,4727883,17071,8295,4293);
insert into c values (88,4043544,14242,80,2767);
insert into c values (65,1226751,172,2225,3797);
insert into c values (8,5752698,14973,6553,3131);
insert into c values (26,8718043,17183,482,1678);
insert into c values (34,5260255,5338,10204,4256);
insert into c values (53,7161729,14159,4608,94);
insert into c values (92,9463546,16522,9917,2152);
insert into c values (29,9295418,6798,1658,3698);
insert into c values (79,9481993,11420,5126,2034);
insert into c values (33,2276579,10515,15447,3540);
insert into c values (81,291271,7204,9477,4465);
